Date, Open, High, Low, Close, Volume
05-01-2017,36.275,36.8,36.24,36.645,134411764
04/28/17,36.0225,36.075,35.8175,35.9125,83441436
04/27/17,35.9808,36.04,35.8275,35.9475,56985400
04/26/17,36.1175,36.15,35.8441,35.92,80164960
04/25/17,35.9775,36.225,35.9675,36.1325,75486000
04/24/17,35.875,35.9875,35.795,35.91,68537320
04/21/17,35.61,35.67,35.4625,35.5675,69283720
04/20/17,35.305,35.73,35.29,35.61,93278244
04/19/17,35.47,35.5,35.1125,35.17,69313524
04/18/17,35.3525,35.51,35.2775,35.3,58790160
04/17/17,35.37,35.47,35.2175,35.4575,66328360
04/13/17,35.4775,35.595,35.2625,35.2625,71291524
04-12-2017,35.4,35.5375,35.2525,35.45,81400000
04-11-2017,35.735,35.8375,35.015,35.4075,121517524
04-10-2017,35.9,35.9698,35.725,35.7925,75733600
04-07-2017,35.9325,36.045,35.8175,35.835,66688796
04-06-2017,36.0725,36.13,35.8625,35.915,84596116
04-05-2017,36.055,36.365,35.9525,36.005,110871400
04-04-2017,35.8125,36.2225,35.7925,36.1925,79565400
04-03-2017,35.9275,36.03,35.7625,35.925,79942844
03/31/17,35.93,36.0675,35.7525,35.915,78646600
03/30/17,36.0475,36.125,35.875,35.9825,84829000
03/29/17,35.92,36.1225,35.7975,36.03,116759844
03/28/17,35.2275,36.01,35.155,35.95,133499236
03/27/17,34.8475,35.305,34.655,35.22,94300360
03/24/17,35.375,35.435,35.0875,35.16,89582244
03/23/17,35.315,35.3961,35.1525,35.23,81385204
03/22/17,34.9613,35.4,34.94,35.355,103440680
03/21/17,35.5275,35.7,34.9325,34.96,158119640
03/20/17,35.1,35.375,35.0575,35.365,86168156
03/17/17,35.25,35.25,34.9725,34.9975,175539812
03/16/17,35.18,35.255,35.065,35.1725,76928000
03/15/17,34.8525,35.1875,34.7563,35.115,102767080
03/14/17,34.825,34.9125,34.71,34.7475,61236280
03/13/17,34.7125,34.8575,34.705,34.8,69686884
03-10-2017,34.8125,34.8393,34.66,34.785,78451204
03-09-2017,34.685,34.6975,34.2625,34.67,88623600
03-08-2017,34.7375,34.95,34.705,34.75,74828960
03-07-2017,34.765,34.995,34.6975,34.88,69785204
03-06-2017,34.8413,34.9425,34.649,34.835,87000156
03-03-2017,34.695,34.9575,34.6475,34.945,86284476
03-02-2017,35,35.0697,34.69,34.74,104843920
03-01-2017,34.4725,35.0375,34.3988,34.9475,145658376
02/28/17,34.27,34.3588,34.175,34.2475,93931436
02/27/17,34.285,34.3588,34.07,34.2325,81029720
02/24/17,33.9775,34.165,33.82,34.165,87106360
02/23/17,34.345,34.37,34.075,34.1325,83152756
02/22/17,34.1075,34.28,34.0275,34.2775,83347720
02/21/17,34.0575,34.1875,33.995,34.175,98028640
02/17/17,33.775,33.9575,33.775,33.93,88792796
02/16/17,33.9175,33.975,33.71,33.8363,90338244
02/15/17,33.88,34.0675,33.655,33.8775,142492408
02/14/17,33.3675,33.7725,33.3125,33.755,132904876
02/13/17,33.27,33.455,33.1875,33.3225,92141680
02-10-2017,33.115,33.235,33.0125,33.03,80261844
02-09-2017,32.9125,33.1113,32.78,33.105,113399436
02-08-2017,32.8375,33.055,32.805,33.01,92016280
02-07-2017,32.635,33.0225,32.6125,32.8825,152735360
02-06-2017,32.2825,32.625,32.225,32.5725,107383680
02-03-2017,32.0775,32.2975,32.04,32.27,98029204
02-02-2017,31.9938,32.3475,31.945,32.1325,134841624
02-01-2017,31.7575,32.6225,31.7525,32.1875,447940000
01/31/17,30.2875,30.3475,30.155,30.3375,196803968
01/30/17,30.2325,30.4075,30.165,30.4075,121510000
01/27/17,30.535,30.5875,30.4,30.4875,82251756
01/26/17,30.4175,30.61,30.4,30.485,105350320
01/25/17,30.105,30.525,30.07,30.47,130346680
01/24/17,29.8875,30.025,29.875,29.9925,92844156
01/23/17,30,30.2025,29.9425,30.02,88200884
01/20/17,30.1125,30.1125,29.9337,30,130391564
01/19/17,29.85,30.0225,29.8425,29.945,102389156
01/18/17,30,30.125,29.9275,29.9975,94851844
01/17/17,29.585,30.06,29.555,30,137759360
01/13/17,29.7775,29.905,29.7025,29.76,104447796
01-12-2017,29.7238,29.825,29.5525,29.8125,108344884
01-11-2017,29.685,29.9825,29.65,29.9375,110354360
01-10-2017,29.6925,29.845,29.575,29.7775,97848204
01-09-2017,29.4875,29.8575,29.485,29.7475,134247812
01-06-2017,29.195,29.54,29.1175,29.4775,127007600
01-05-2017,28.98,29.2161,28.9525,29.1525,88774360
01-04-2017,28.9625,29.1275,28.9375,29.005,84472476
01-03-2017,28.95,29.0825,28.69,29.0375,115127476
12/30/16,29.1625,29.3,28.8575,28.955,122345080
12/29/16,29.1125,29.2774,29.1,29.1825,60158080
12/28/16,29.38,29.5042,29.05,29.19,83623564
12/27/16,29.13,29.45,29.1225,29.315,73187436
12/23/16,28.8975,29.13,28.8975,29.13,56997920
12/22/16,29.0875,29.1275,28.91,29.0725,104343400
12/21/16,29.2,29.35,29.195,29.265,95132680
12/20/16,29.185,29.375,29.17,29.2375,85699884
12/19/16,28.95,29.345,28.9375,29.16,111117680
12/16/16,29.1175,29.125,28.9113,28.9925,177404516
12/15/16,28.845,29.1825,28.8075,28.955,186098156
12/14/16,28.76,29.05,28.745,28.7975,136127328
12/13/16,28.46,28.98,28.4375,28.7975,174935236
12-12-2016,28.3225,28.75,28.1225,28.325,105497524
12-09-2016,28.0775,28.675,28.0775,28.4875,137610532
12-08-2016,27.715,28.1075,27.65,28.03,108273280
12-07-2016,27.315,27.7975,27.29,27.7575,119994884
12-06-2016,27.375,27.59,27.2975,27.4875,104781844
12-05-2016,27.5,27.5075,27.0625,27.2775,137298156
12-02-2016,27.2925,27.5225,27.2125,27.475,106112000
12-01-2016,27.5913,27.735,27.2575,27.3725,148347436
11/30/16,27.9,28.05,27.5675,27.63,144648640
11/29/16,27.695,28.0075,27.5175,27.865,114115000
11/28/16,27.8575,28.1163,27.8475,27.8925,108775920
11/25/16,27.7825,27.9675,27.7375,27.9475,45903680
11/23/16,27.84,27.8775,27.5825,27.8075,109705564
11/22/16,27.9875,28.105,27.85,27.95,103862116
11/21/16,27.53,27.9975,27.5025,27.9325,117058280
11/18/16,27.43,27.635,27.415,27.515,113715680
11/17/16,27.4525,27.5875,27.2075,27.4875,110528000
11/16/16,26.675,27.5575,26.65,27.4975,235362080
11/15/16,26.6425,26.92,26.5398,26.7775,129058040
11/14/16,26.9275,26.9523,26.02,26.4275,204702000
11-11-2016,26.78,27.2175,26.6375,27.1075,136575592
11-10-2016,27.7725,27.7725,26.4575,26.9475,228538156
11-09-2016,27.47,27.83,27.0125,27.72,236705436
11-08-2016,27.5775,27.93,27.425,27.765,97016720
11-07-2016,27.52,27.6275,27.365,27.6025,130240000
11-04-2016,27.1325,27.5625,27.0275,27.21,123348000
11-03-2016,27.745,27.865,27.3875,27.4575,107730400
11-02-2016,27.85,28.0875,27.8075,27.8975,113326844
11-01-2016,28.365,28.4425,27.6325,27.8725,175303236
10/31/16,28.4125,28.5575,28.3,28.385,105677600
10/28/16,28.4675,28.8025,28.3625,28.43,151446640
10/27/16,28.8475,28.965,28.525,28.62,138248188
10/26/16,28.5775,28.925,28.3275,28.8975,264536876
10/25/16,29.4875,29.59,29.3275,29.5625,192515876
10/24/16,29.275,29.435,29.25,29.4125,94154680
10/21/16,29.2025,29.2275,29.07,29.15,92770680
10/20/16,29.215,29.345,29.0825,29.265,96503204
10/19/16,29.3125,29.44,28.45,29.28,80138360
10/18/16,29.545,29.5525,29.3625,29.3675,98213920
10/17/16,29.3325,29.46,29.195,29.3875,94499600
10/14/16,29.47,29.5425,29.2825,29.4075,142608764
10/13/16,29.1975,29.36,28.93,29.245,140769624
10-12-2016,29.3375,29.495,29.1875,29.335,150347172
10-11-2016,29.425,29.6725,29.05,29.075,256164156
10-10-2016,28.755,29.1875,28.68,29.0125,144943844
10-07-2016,28.5775,28.64,28.3775,28.515,97433756
10-06-2016,28.425,28.585,28.2825,28.4725,115117244
10-05-2016,28.35,28.415,28.1725,28.2625,85812360
10-04-2016,28.265,28.5775,28.1575,28.25,118947360
10-03-2016,28.1775,28.2625,28.07,28.13,86807040
09/30/16,28.115,28.3425,27.95,28.2625,145516452
09/29/16,28.29,28.45,27.95,28.045,143547968
09/28/16,28.4225,28.66,28.3575,28.4875,118564360
09/27/16,28.25,28.295,28.085,28.2725,98429640
09/26/16,27.91,28.3475,27.8875,28.22,119477756
09/23/16,28.605,28.6975,27.8875,28.1775,209924608
09/22/16,28.5875,28.735,28.5,28.655,124295920
09/21/16,28.4625,28.4973,28.1103,28.3875,144012764
09/20/16,28.2625,28.53,28.1275,28.3925,138057092
09/19/16,28.7975,29.045,28.3125,28.395,188092188
09/16/16,28.78,29.0325,28.51,28.73,319547656
09/15/16,28.465,28.9325,28.3725,28.8925,362452752
09/14/16,27.1825,28.2575,27.15,27.9425,449361220
09/13/16,26.8775,27.1975,26.81,26.9875,248704764
09-12-2016,25.6625,26.43,25.6325,26.36,181171080
09-09-2016,26.16,26.43,25.7825,25.7825,186227920
09-08-2016,26.8125,26.8175,26.31,26.38,212008124
09-07-2016,26.9575,27.19,26.7675,27.09,169457312
09-06-2016,26.975,27.075,26.8775,26.925,107521564
09-02-2016,26.925,27,26.705,26.9325,107209796
09-01-2016,26.535,26.7,26.405,26.6825,106806080
08/31/16,26.415,26.6425,26.41,26.525,118649640
08/30/16,26.45,26.625,26.375,26.5,99455796
08/29/16,26.655,26.86,26.5725,26.705,99881204
08/26/16,26.8525,26.9875,26.5775,26.735,111065156
08/25/16,26.8475,26.97,26.67,26.8925,100345000
08/24/16,27.1413,27.1875,26.92,27.0075,94700320
08/23/16,27.1475,27.33,27.1325,27.2125,85030680
08/22/16,27.215,27.275,26.9625,27.1275,103280920
08/19/16,27.1925,27.4225,27.09,27.34,101472280
08/18/16,27.3075,27.4,27.255,27.27,87938796
08/17/16,27.275,27.3425,27.085,27.305,101423920
08/16/16,27.4075,27.5575,27.3025,27.345,135177796
08/15/16,27.035,27.385,27.02,27.37,103472844
08-12-2016,26.945,27.11,26.945,27.045,74641720
08-11-2016,27.13,27.2325,26.9625,26.9825,109938040
08-10-2016,27.1775,27.225,26.94,27,96034040
08-09-2016,27.0575,27.235,27.0025,27.2025,105260796
08-08-2016,26.88,27.0925,26.79,27.0925,112148884
08-05-2016,26.5675,26.9125,26.545,26.87,162213592
08-04-2016,26.395,26.5,26.32,26.4675,109634600
08-03-2016,26.2025,26.46,26.1925,26.4475,120810564
08-02-2016,26.5125,26.5175,26,26.12,135266236
08-01-2016,26.1025,26.5375,26.1025,26.5125,152671484
07/29/16,26.0475,26.1375,25.92,26.0525,110934756
07/28/16,25.7075,26.1125,25.705,26.085,159479360
07/27/16,26.0663,26.0875,25.6875,25.7375,369379248
07/26/16,24.205,24.4925,24.105,24.1675,224959280
07/25/16,24.5625,24.71,24.23,24.335,161531688
07/22/16,24.815,24.825,24.5775,24.665,113254680
07/21/16,24.9575,25.25,24.7825,24.8575,130808116
07/20/16,25,25.115,24.9338,24.99,105103884
07/19/16,24.89,25,24.835,24.9675,95119680
07/18/16,24.675,25.0325,24.65,24.9575,145975484
